,name,rating,reviews,ctype,loc
363,Northern Trust Operating Services,3.6,(2.5k),Financial Services,Bengaluru +27 other locations
364,Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances,Mumbai +233 other locations
365,Sammaan Capital Limited,3.7,(2.5k),NBFC,Gurugram +199 other locations
366,Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery,Chennai +191 other locations
367,Parle Agro,3.9,(2.5k),Beverage,Mumbai +259 other locations
368,Adani Group,3.8,(2.5k),Power,Ahmedabad +200 other locations
369,Planet Spark,3.8,(2.5k),EdTech,Gurugram +59 other locations
370,ICICI Securities,3.9,(2.5k),Financial Services,Mumbai +151 other locations
371,CorroHealth Infotech,3.6,(2.5k),Analytics & KPO,Hyderabad +38 other locations
372,Emcure Pharmaceuticals,3.6,(2.5k),Pharma,Pune +119 other locations
373,Biocon Limited,4.0,(2.5k),Biotechnology,Bengaluru +65 other locations
374,McDonald's,3.9,(2.4k),Hospitality,New Delhi +151 other locations
375,Hero FinCorp,3.9,(2.4k),NBFC,New Delhi +395 other locations
376,Intellect Design Arena,3.5,(2.4k),Software Product,Chennai +40 other locations
377,Paras Hospital,4.1,(2.4k),Healthcare,Patna +60 other locations
378,TaskUs,3.0,(2.4k),BPO,Indore +37 other locations
379,Datamatics Global Services,3.4,(2.4k),IT Services & Consulting,Mumbai +37 other locations
380,Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality,Mumbai +113 other locations
381,Mahindra Rural Housing Finance,4.0,(2.4k),NBFC,Mumbai +470 other locations
382,Patanjali Ayurved,3.9,(2.4k),FMCG,Haridwar +297 other locations
383,Statestreet HCL Services,3.4,(2.4k),BPO,Chennai +18 other locations
384,Cadila Pharmaceuticals,3.2,(2.4k),Pharma,Ahmedabad +135 other locations
385,Syngene International,3.8,(2.4k),Clinical Research,Bengaluru +22 other locations
386,Aditya Birla Group,4.1,(2.4k),Metals & Mining,Mumbai +272 other locations
387,GAO Tek,4.4,(2.4k),Electrical Equipment,New York +44 other locations
388,Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality,Mumbai +112 other locations
389,3i Infotech,3.4,(2.4k),IT Services & Consulting,Mumbai +131 other locations
390,Cholamandalam MS General Insurance,3.7,(2.4k),Insurance,Chennai +394 other locations
391,Bureau Veritas,3.8,(2.4k),Other,Mumbai +150 other locations
392,Axis Direct,3.7,(2.4k),Financial Services,Mumbai +270 other locations
393,Info Edge,3.9,(2.4k),Internet,Noida +70 other locations
394,Capgemini Engineering,3.3,(2.4k),IT Services & Consulting,Bengaluru +28 other locations
395,Delhi Public School,3.7,(2.4k),Education & Training,New Delhi +277 other locations
396,RMSI,3.5,(2.4k),IT Services & Consulting,Hyderabad +25 other locations
397,Newgen Software Technologies,4.1,(2.4k),IT Services & Consulting,Noida +32 other locations
398,Aavas Financiers,3.9,(2.4k),NBFC,Jaipur +295 other locations
399,Cybage,3.7,(2.3k),IT Services & Consulting,Pune +15 other locations
400,KocharTech,3.6,(2.3k),IT Services & Consulting,Kolkata +25 other locations
401,Xoriant,4.0,(2.3k),IT Services & Consulting,Pune +23 other locations
402,Straive,3.3,(2.3k),IT Services & Consulting,Chennai +32 other locations
403,Sopra Steria,3.9,(2.3k),IT Services & Consulting,Noida +19 other locations
404,Lodha,4.2,(2.3k),Real Estate,Mumbai +29 other locations
405,Kia India,3.9,(2.3k),Automobile,Anantapur +190 other locations
406,Apollo Pharmacy,3.7,(2.3k),Pharma,Hyderabad +289 other locations
407,Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma,Haridwar +40 other locations
408,GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit,Lucknow +216 other locations
409,Sobha,3.8,(2.3k),Real Estate,Bengaluru +39 other locations
410,TCE,3.8,(2.3k),Engineering & Construction,Mumbai +133 other locations
411,Eureka Forbes,3.6,(2.3k),Consumer Electronics & Appliances,Mumbai +185 other locations
412,Lifestyle,4.2,(2.3k),Retail,Bengaluru +129 other locations
413,SBI Securities,3.6,(2.3k),Financial Services,Mumbai +321 other locations
414,Bharat Petroleum,4.2,(2.3k),Oil & Gas,Mumbai +263 other locations
415,Endurance Technologies Limited,4.0,(2.3k),Auto Components,Chhatrapati Sambhajinagar +51 other locations
416,Myntra,3.8,(2.3k),Internet,Bengaluru +101 other locations
417,Team Computers,3.6,(2.3k),IT Services & Consulting,New Delhi +107 other locations
418,Panasonic Life Solutions India,3.9,(2.3k),Consumer Electronics & Appliances,Mumbai +168 other locations
419,Radisson Hotels,4.0,(2.3k),Hospitality,New Delhi +131 other locations
420,Unacademy,2.9,(2.3k),EdTech,Bengaluru +73 other locations
421,Daikin Airconditioning India Pvt. Ltd.,4.2,(2.3k),Consumer Electronics & Appliances,Neemrana +108 other locations
422,Star Union Dai-ichi Life Insurance,3.8,(2.3k),Insurance,Mumbai +327 other locations
423,BNP Paribas,3.7,(2.2k),Banking,Mumbai +27 other locations
424,AWL Agri Business,4.0,(2.2k),FMCG,Ahmedabad +204 other locations
425,Bharti AXA Life Insurance,3.6,(2.2k),Insurance,Mumbai +244 other locations
426,SBI General Insurance,3.5,(2.2k),Insurance,Mumbai +294 other locations
427,Cisco,4.1,(2.2k),Hardware & Networking,Bengaluru +46 other locations
428,Henry Harvin Education,4.0,(2.2k),EdTech,Noida +34 other locations
429,Renault Nissan Technology & Business Centre India,3.7,(2.2k),Automobile,Chennai +21 other locations
430,Lava International,3.9,(2.2k),Consumer Electronics & Appliances,Noida +223 other locations
431,Sify Technologies,3.6,(2.2k),IT Services & Consulting,Chennai +135 other locations
432,Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances,Pune +171 other locations
433,Allstate,3.7,(2.2k),Insurance,Pune +17 other locations
434,Coromandel International,4.1,(2.2k),Agro Chemicals,Visakhapatnam +186 other locations
435,ValueLabs,3.5,(2.2k),IT Services & Consulting,Hyderabad +20 other locations
436,GlaxoSmithKline Pharmaceuticals,4.1,(2.2k),Pharma,Bengaluru +215 other locations
437,Indian Railways,4.2,(2.2k),Railways,Kolkata +250 other locations
438,Ambuja Cements,3.8,(2.2k),Building Material,Mumbai +261 other locations
439,Shahi Exports,3.9,(2.2k),Fashion & Textile,Bengaluru +71 other locations
440,Meesho,3.7,(2.2k),Internet,Bengaluru +132 other locations
441,Bank of Baroda,3.5,(2.2k),Banking,Mumbai +301 other locations
442,Mercedes-Benz Research and Development India,3.6,(2.2k),IT Services & Consulting,Bengaluru +52 other locations
443,Nokia Networks,4.1,(2.2k),Hardware & Networking,Bengaluru +86 other locations
444,Poonawalla Fincorp,3.5,(2.2k),NBFC,Pune +266 other locations
445,Spark Minda,3.8,(2.2k),Auto Components,Pune +76 other locations
446,Generali Central Life Insurance,3.5,(2.1k),Insurance,Mumbai +207 other locations
447,Life Insurance Corporation of India,4.4,(2.1k),Insurance,New Delhi +478 other locations
448,Brakes India,3.9,(2.1k),Auto Components,Chennai +100 other locations
449,upGrad,3.3,(2.1k),EdTech,Bengaluru +51 other locations
450,JK Tyre,3.8,(2.1k),Auto Components,Chennai +148 other locations
451,Microsoft Corporation,3.8,(2.1k),Software Product,Bengaluru +46 other locations
452,Cargill,3.9,(2.1k),Food Processing,Bengaluru +122 other locations
453,Saint-Gobain,3.8,(2.1k),Building Material,Mumbai +104 other locations
454,Manipal Hospitals,4.0,(2.1k),Healthcare,Bengaluru +66 other locations
455,FirstCry,3.5,(2.1k),Retail,Pune +213 other locations
456,Jio Platforms,3.4,(2.1k),IT Services & Consulting,Mumbai +105 other locations
457,CAMS,3.6,(2.1k),Financial Services,Chennai +109 other locations
458,Nuvoco Vistas,4.1,(2.1k),Building Material,Kolkata +202 other locations
459,Power Mech Projects,3.8,(2.1k),Engineering & Construction,Hyderabad +151 other locations
460,BHEL,4.2,(2.1k),Electrical Equipment,Bengaluru +134 other locations
461,Kotak Securities,3.5,(2.1k),Financial Services,Mumbai +142 other locations
462,NTT DATA Business Solutions,4.1,(2.1k),IT Services & Consulting,Bengaluru +32 other locations
463,Force Motors,3.7,(2.1k),Automobile,Pune +106 other locations
464,Pfizer,3.9,(2.1k),Pharma,Visakhapatnam +133 other locations
465,Infinite Computer Solutions,3.2,(2.1k),IT Services & Consulting,Bengaluru +36 other locations
466,CitiusTech,3.1,(2.1k),IT Services & Consulting,Mumbai +17 other locations
467,Huawei Technologies,4.1,(2.1k),Telecom,Bengaluru +104 other locations
468,"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile,Ahmedabad +108 other locations
469,Simplex Infrastructures,3.4,(2.1k),Engineering & Construction,Kolkata +137 other locations
470,IndusInd General Insurance,3.6,(2.1k),Insurance,Mumbai +197 other locations
471,ITC Hotels,4.1,(2.1k),Hospitality,Bengaluru +94 other locations
472,Reliance Trends,4.1,(2.1k),Retail,Bengaluru +396 other locations
473,Biological E,4.2,(2.1k),Pharma,Hyderabad +74 other locations
474,Raymond Lifestyle Limited,4.1,(2.1k),Fashion & Textile,Mumbai +150 other locations
475,Morgan Stanley,3.6,(2.1k),Financial Services,Mumbai +19 other locations
476,Ola Cabs,3.3,(2.1k),Internet,Bengaluru +112 other locations
477,Delphi TVS,3.8,(2.1k),Auto Components,Chennai +61 other locations
478,SGS,3.7,(2.1k),Engineering & Construction,Mumbai +148 other locations
479,EPAM Systems,3.7,(2.1k),IT Services & Consulting,Hyderabad +36 other locations
480,Renault-Nissan,4.1,(2k),Automobile,Chennai +85 other locations
481,Extramarks Education,3.3,(2k),EdTech,Noida +112 other locations
482,K12 Techno Services,3.7,(2k),EdTech,Bengaluru +43 other locations
483,YASH Technologies,3.6,(2k),IT Services & Consulting,Hyderabad +32 other locations
484,Aditya Birla Health Insurance Co,3.7,(2k),Insurance,Mumbai +255 other locations
485,Narayana Health,4.0,(2k),Healthcare,Bengaluru +64 other locations
486,Novartis,4.1,(2k),Pharma,Hyderabad +75 other locations
487,Senco Gold,4.4,(2k),Jewellery,Kolkata +83 other locations
488,IDBI Bank,3.3,(2k),Banking,Mumbai +337 other locations
489,Shadowfax Technologies,3.5,(2k),Logistics,Bengaluru +247 other locations
490,Trent,3.9,(2k),Retail,Mumbai +150 other locations
491,HSBC Electronic Data Processing,4.0,(2k),IT Services & Consulting,Bengaluru +19 other locations
492,SAP,4.1,(2k),Software Product,Bengaluru +53 other locations
493,AECOM,4.2,(2k),Engineering & Construction,Gurugram +123 other locations
494,Honeywell Automation,3.8,(2k),Industrial Automation,Pune +78 other locations
495,Haier Appliances India,4.0,(2k),Consumer Electronics & Appliances,Pune +164 other locations
496,Ninjacart,3.8,(2k),Internet,Bengaluru +114 other locations
497,Schindler,3.9,(2k),Industrial Machinery,Pune +90 other locations
498,R.R. Donnelley,3.6,(2k),Marketing & Advertising,Chennai +26 other locations
499,L&T Energy Hydrocarbon,3.8,(2k),Engineering & Construction,Vadodara +88 other locations
500,State Street Syntel,3.7,(2k),Financial Services,Pune +21 other locations
501,Motherson Automotive Technologies and Engineering,3.7,(2k),Auto Components,Chennai +66 other locations
502,Paisabazaar.com,3.4,(2k),Internet,Gurugram +35 other locations
503,NCR Voyix,3.4,(2k),IT Services & Consulting,Hyderabad +89 other locations
504,V-Guard,4.3,(1.9k),Consumer Electronics & Appliances,Kochi +170 other locations
505,Globiva,3.0,(1.9k),BPO,Gurugram +30 other locations
506,Uflex,3.8,(1.9k),Packaging,Noida +47 other locations
507,Dr Lal PathLabs,4.2,(1.9k),Healthcare,New Delhi +201 other locations
508,CMS Infosystems,3.5,(1.9k),Software Product,Mumbai +223 other locations
509,Spinny,3.6,(1.9k),Internet,Gurugram +62 other locations
510,Crisil,3.5,(1.9k),Analytics & KPO,Mumbai +81 other locations
511,Provana,4.0,(1.9k),BPO,Noida +11 other locations
512,CNH (Case New Holland),3.7,(1.9k),Industrial Machinery,Gurugram +139 other locations
513,Microland,3.5,(1.9k),IT Services & Consulting,Bengaluru +46 other locations
514,Philips,3.8,(1.9k),Medical Equipment,Bengaluru +97 other locations
515,Adecco Group,3.8,(1.9k),Recruitment,Bengaluru +184 other locations
516,Gabriel India Limited,4.1,(1.9k),Auto Components,Pune +52 other locations
517,Aye Finance,4.1,(1.9k),NBFC,Gurugram +377 other locations
518,Aadhar Housing Finance,4.0,(1.9k),NBFC,Mumbai +330 other locations
519,Parle Products,3.9,(1.9k),FMCG,Mumbai +248 other locations
520,HTC Global Services,3.4,(1.9k),IT Services & Consulting,Chennai +32 other locations
521,Angel One,3.5,(1.9k),FinTech,Mumbai +133 other locations
522,DHL Supply Chain,4.2,(1.9k),Logistics,Mumbai +100 other locations
523,TELUS Digital,3.5,(1.9k),IT Services & Consulting,Noida +27 other locations
524,Tata Power,3.9,(1.9k),Power,Mumbai +155 other locations
525,G R Infraprojects,4.1,(1.9k),Engineering & Construction,Gurugram +160 other locations
526,Thomson Reuters,3.7,(1.9k),Software Product,Bengaluru +27 other locations
527,Google,4.4,(1.9k),Software Product,Bengaluru +86 other locations
528,Iris Software,3.8,(1.9k),IT Services & Consulting,Noida +23 other locations
529,Trident Group,3.2,(1.9k),Fashion & Textile,Barnala +58 other locations
530,ICICI Home Finance,3.7,(1.9k),Financial Services,Mumbai +221 other locations
531,Lucas-TVS,3.9,(1.9k),Auto Components,Chennai +78 other locations
532,NTPC,4.2,(1.9k),Power,New Delhi +124 other locations
533,Verizon,3.5,(1.9k),Telecom,Hyderabad +12 other locations
534,CSB Bank,3.2,(1.9k),Banking,Mumbai +236 other locations
535,Infinx,3.7,(1.9k),Software Product,Hyderabad +35 other locations
536,Safexpress,3.9,(1.9k),Logistics,New Delhi +158 other locations
537,Tekwissen,4.9,(1.9k),IT Services & Consulting,Visakhapatnam +5 other locations
538,PI Industries,3.8,(1.9k),Agro Chemicals,Vadodara +108 other locations
539,NeoSOFT,3.3,(1.9k),IT Services & Consulting,Mumbai +25 other locations
540,Torrent Power,3.8,(1.9k),Power,Ahmedabad +61 other locations
541,Hindustan Aeronautics,4.3,(1.9k),Defence & Aerospace,Bengaluru +64 other locations
542,Godrej Properties,3.6,(1.9k),Real Estate,Mumbai +34 other locations
543,Polycab Wires,4.0,(1.9k),Electrical Equipment,Vadodara +167 other locations
544,Tata Tele Business Services,3.5,(1.9k),Telecom,Mumbai +136 other locations
545,Jindal Saw,4.0,(1.9k),Iron & Steel,Mundra +77 other locations
546,TVS Sundram Fasteners,3.6,(1.9k),Auto Components,Chennai +64 other locations
547,Medi Assist India,3.5,(1.9k),Insurance,Bengaluru +67 other locations
548,Aragen Life Sciences,3.9,(1.9k),Clinical Research,Hyderabad +29 other locations
549,AXA Global Business Services,3.7,(1.8k),IT Services & Consulting,Pune +12 other locations
550,KENT RO Systems,3.7,(1.8k),Consumer Electronics & Appliances,Noida +152 other locations
551,First American (India),3.5,(1.8k),Insurance,Bengaluru +22 other locations
552,Infra.Market,3.9,(1.8k),Building Material,Mumbai +134 other locations
553,Fusion CX,3.2,(1.8k),BPO,Kolkata +58 other locations
554,Capri Global Capital,3.6,(1.8k),NBFC,New Delhi +338 other locations
555,AkzoNobel,4.1,(1.8k),Chemicals,Pune +160 other locations
556,Honda Cars,4.3,(1.8k),Automobile,Bhiwadi +114 other locations
557,Digit Insurance,3.6,(1.8k),Insurance,Bengaluru +90 other locations
558,Haldiram Foods International Limited,3.8,(1.8k),FMCG,Nagpur +169 other locations
559,DIVI'S Laboratories,3.6,(1.8k),Pharma,Visakhapatnam +38 other locations
560,Sterling & Wilson,4.1,(1.8k),Engineering & Construction,Mumbai +132 other locations
561,Hindustan Petroleum,4.2,(1.8k),Oil & Gas,Mumbai +259 other locations
562,Innovsource Services,3.9,(1.8k),Recruitment,Mumbai +253 other locations
563,Orchids International School,3.9,(1.8k),Education & Training,Bengaluru +35 other locations
564,Cafe Coffee Day,3.7,(1.8k),Hospitality,Bengaluru +104 other locations
565,MetLife,4.0,(1.8k),Insurance,Noida +44 other locations
566,Adani Green Energy,3.9,(1.8k),Power,Ahmedabad +116 other locations
567,SS&C TECHNOLOGIES,3.2,(1.8k),IT Services & Consulting,Mumbai +30 other locations
568,Stellar Migration,1.3,(1.8k),Other,Dubai +7 other locations
569,Isgec Heavy Engineering,3.8,(1.8k),Engineering & Construction,Noida +94 other locations
570,Air India,3.4,(1.8k),Aviation,New Delhi +67 other locations
571,Rungta Mines,4.0,(1.8k),Metals & Mining,Chaibasa +58 other locations
572,Reckitt Benckiser,4.0,(1.8k),FMCG,Gurugram +137 other locations
573,USV,4.0,(1.8k),Pharma,Mumbai +107 other locations
574,Tata Communications Transformation Services,3.8,(1.8k),Telecom,Pune +95 other locations
575,USHA International,4.0,(1.8k),Consumer Electronics & Appliances,Gurugram +149 other locations
576,LivSpace,3.3,(1.8k),Architecture & Interior Design,Bengaluru +53 other locations
577,XBP Global,3.2,(1.8k),Internet,Chennai +23 other locations
578,Kalyan Jewellers,4.4,(1.8k),Jewellery,Thrissur +159 other locations
579,Pine Labs,3.2,(1.7k),FinTech,Noida +122 other locations
580,HDFC Securities,3.4,(1.7k),Financial Services,Mumbai +185 other locations
581,BT Business,3.9,(1.7k),Telecom,Gurugram +13 other locations
582,Annapurna Finance,3.8,(1.7k),NBFC,Bhubaneswar +405 other locations
583,Security and Intelligence Services (India),4.0,(1.7k),Law Enforcement & Security,New Delhi +194 other locations
584,Vedantu,3.2,(1.7k),EdTech,Bengaluru +73 other locations
585,Granules India Limited,3.8,(1.7k),Pharma,Hyderabad +23 other locations
586,BVG India,4.2,(1.7k),Facility Management Services,Pune +139 other locations
587,Bata,3.5,(1.7k),Fashion & Textile,Gurugram +150 other locations
588,Future Retail,4.4,(1.7k),Retail,Mumbai +197 other locations
589,Dhani Loans and Services,3.9,(1.7k),NBFC,Gurugram +185 other locations
590,Orange Business,4.1,(1.7k),IT Services & Consulting,Gurugram +52 other locations
591,Hitachi Astemo,4.1,(1.7k),Auto Components,Neemrana +53 other locations
592,Mother Dairy Fruit & Vegetable,4.0,(1.7k),Food Processing,New Delhi +129 other locations
593,Cushman & Wakefield,4.1,(1.7k),Real Estate,Gurugram +44 other locations
594,TTEC India,3.7,(1.7k),BPO,Ahmedabad +34 other locations
595,Metro Cash & Carry,4.0,(1.7k),Retail,Bengaluru +89 other locations
596,IIFL SAMASTA,3.7,(1.7k),NBFC,Bengaluru +410 other locations
597,HighRadius,2.5,(1.7k),Software Product,Hyderabad +15 other locations
598,Caterpillar Inc,4.1,(1.7k),Industrial Machinery,Chennai +43 other locations
599,FactSet,3.7,(1.7k),Analytics & KPO,Hyderabad +16 other locations
600,Medanta the Medicity,4.0,(1.7k),Healthcare,Gurugram +50 other locations
601,Indian Navy,4.6,(1.7k),Defence & Aerospace,Mumbai +75 other locations
602,NEC,4.0,(1.7k),IT Services & Consulting,Noida +54 other locations
603,Sysnet Global Technologies,3.7,(1.7k),IT Services & Consulting,New Delhi +154 other locations
604,Health Care Global Enterprises,4.4,(1.7k),Healthcare,Bengaluru +53 other locations
605,NielsenIQ,3.5,(1.7k),Analytics & KPO,Chennai +55 other locations
606,Cavinkare,3.9,(1.7k),FMCG,Chennai +172 other locations
607,Frankfinn Institute of Air Hostess Training,3.9,(1.7k),Education & Training,Gurugram +61 other locations
